client_id,client_first_name,client_middle_name,client_last_name,client_fio_full,client_bday,client_bplace,client_cityzen,client_resident_cd,client_gender,client_marital_cd,client_graduate,client_child_cnt,client_mil_cd,client_zagran_cd,client_inn,client_snils,client_vip_cd,contact_vc,contact_tg,contact_other,contact_email,contact_phone,addr_region,addr_country,addr_zip,addr_street,addr_house,addr_body,addr_flat,addr_area,addr_loc,addr_city,addr_reg_dt,addr_str,fin_rating,fin_loan_limit,fin_loan_value,fin_loan_debt,fin_loan_percent,fin_loan_begin_dt,fin_loan_end_dt,stream_favorite_show,stream_duration,create_date,update_date,source_cd
367391504,Милада,Мязидовна,Москинова,Москинова Милада Мязидовна,1994-07-02,,, ,Ж, ,,2.0, , ,,,,,,,moskinova@postamatik.com,+7 941 276 1185,,,,,,,,,,,,,,,,,,,,Money Heist,733.0,2021-07-22 16:49:09.074,2022-01-03 23:26:47.918,Stream
929734422,Махсуда,Мусавна,Лантинова,Лантинова Махсуда Мусавна,1925-08-15,,, ,Ж, ,,1.0, , ,,,,,,,lantinova@kuwaiti.tv,+7 909 804 2508,,,,,,,,,,,,,,,,,,,,Moonlight,828.0,2023-01-08 05:41:02.981,2023-01-08 05:41:02.981,Stream
232340255,Олёна,Епремовна,Гик,Гик Олёна Епремовна,0072-05-31,,, ,Ж, ,,2.0, , ,,,,,,,gik@musician.org,+7 954 593 4083,,,,,,,,,,,,,,,,,,,,Семь,561.0,2021-12-28 11:15:40.034,2021-12-28 11:15:40.034,Stream
725664431,Кураши,Лероновна,Дрогунская,Дрогунская Кураши Лероновна,1973-09-12,,, ,Ж, ,,1.0, , ,,,,,,,drogunskay@puertoricowow.com,+7 926 895 4570,,,,,,,,,,,,,,,,,,,,Остаться в живых,1497.0,2022-05-07 11:47:18.123,2022-08-03 07:47:30.119,Stream
980918552,ЭРКИНБОЙ,ЧИЛОЕВИЧ,ЛУРЬЕ,ЛУРЬЕ ЭРКИНБОЙ ЧИЛОЕВИЧ,1994-04-06,КАЗАРМА 1024 КМ МОЖГИНСКОГО РАЙОНА УДМУРТСКОЙ АССР,RUS, ,М, ,,, , ,,,,,,,lur_e@upakovka.org,+7 926 167 9953,64.0,1103.0,413011,СТРОИТЕЛЕЙ,10,,2,САРАТОВСКИЙ,САРАТОВ,,,"64, САРАТОВСКИЙ р-он, г.САРАТОВ, С. АЛЕКСАНДРОВКА, ул. СТРОИТЕЛЕЙ, д.10, кв.2",,,,,,,,,,2017-06-18 08:10:18.277,2019-04-25 19:16:23.187,Telco
638356722,АЛЕЙХАНУМ,ЖАБРАИЛОВНА,КУТЫНИНА,КУТЫНИНА АЛЕЙХАНУМ ЖАБРАИЛОВНА,1989-12-31,С.СЕМОВО ЛЫСКОВСКОГО Р-НА НИЖЕГОРОДСКОЙ ОБЛ.,RUS, ,Ж, ,,, , ,,,,,,,kutynina@kemerovo.tv,+7 978 175 4930,36.0,1103.0,394088,Генерала Лизюкова,65,,92,,,Воронеж,,"36, г.Воронеж, ул Генерала Лизюкова, д.65, кв.92",,,,,,,,,,2019-05-25 10:35:23.880,2019-05-25 10:35:23.880,Telco
775570658,Саграт,Мирдамат Оглы,Кочьян,Кочьян Саграт Мирдамат Оглы,1991-08-29,,, ,М, ,,1.0, , ,,,,,,,koh_yn@ramallah.cc,+7 924 119 7863,,,,,,,,,,,,,,,,,,,,В лучшем мире,123.0,2020-03-13 19:12:32.554,2024-05-03 04:17:27.568,Stream
457077699,Шоиста,Факильевна,Маннова,Маннова Шоиста Факильевна,1993-09-14,,, ,Ж, ,,3.0, , ,,,,,,,mannova@mailbling.com,+7 990 384 9692,,,,,,,,,,,,,,,,,,,,Рассказ служанки,1093.0,2021-07-27 17:41:14.784,2024-02-10 05:24:32.878,Stream
35210681,Гулмайраш,Жексенбаевна,Ремешевская,Ремешевская Гулмайраш Жексенбаевна,1927-04-06,,, ,Ж, ,,1.0, , ,,,,,,,remehevskay@siliconemail.com,+7 937 625 2325,,,,,,,,,,,,,,,,,,,,Последний танец,140.0,2020-05-20 01:58:44.978,2020-05-20 01:58:44.978,Stream
711799530,Танер,Серпионович,Нарешелашвили,Нарешелашвили Танер Серпионович,2005-01-01,,, ,М, ,,1.0, , ,,,,,,,narehelahvili@tver.tv,+7 942 111 1683,,,,,,,,,,,,,,,,,,,,The Incredibles,763.0,2020-04-27 02:56:41.035,2024-02-20 01:36:21.813,Stream
81203096,Загиди,Сантгалимович,Шпачук,Шпачук Загиди Сантгалимович,1940-11-11,,, ,М, ,,0.0, , ,,,,,,,hpahuk@giza.cc,+7 908 576 4840,,,,,,,,,,,,,,,,,,,,Deadpool,37.0,2023-04-10 16:22:32.360,2023-04-10 16:22:32.360,Stream
499768920,Кужагали,Гариф Оглы,Жужуков,Жужуков Кужагали Гариф Оглы,1982-11-05,,, ,М, ,,1.0, , ,,,,,,,zuzukov@dublin.com,+7 992 834 1605,,,,,,,,,,,,,,,,,,,,Корона,251.0,2022-08-26 04:36:07.888,2022-08-26 04:36:07.888,Stream
698133853,Рифак,Мидасович,Еронкевич,Еронкевич Рифак Мидасович,1977-04-17,,, ,М, ,,1.0, , ,,,,,,,eronkevih@london.com,+7 926 939 9233,,,,,,,,,,,,,,,,,,,,,437.0,2024-07-15 23:56:39.157,2024-08-04 08:53:15.008,Stream
78656073,Ырсканым,Жимбаевна,Передирина,Передирина Ырсканым Жимбаевна,1967-09-24,,, ,Ж, ,,1.0, , ,,,,,,,peredirina@coolshit.com,+7 999 695 3194,,,,,,,,,,,,,,,,,,,,Паразиты,1461.0,2023-11-02 01:32:07.311,2023-11-20 19:51:47.452,Stream
828777417,Дуйсенгали,Бобохонович,Гайдаюк,Гайдаюк Дуйсенгали Бобохонович,1955-03-08,,, ,М, ,,2.0, , ,,,,,,,gajdauk@lipetsk.biz,+7 903 761 2682,,,,,,,,,,,,,,,,,,,,Star Wars: A New Hope,846.0,2020-02-06 01:51:11.466,2022-10-23 21:15:18.784,Stream
620699181,Акбулат,Утемаратович,Парун,Парун Акбулат Утемаратович,1939-07-14,,, ,М, ,,3.0, , ,,,,,,,paruna@singapore.com,+7 928 116 5768,,,,,,,,,,,,,,,,,,,,Parks and Recreation,1412.0,2020-11-11 21:16:38.577,2020-11-11 21:16:38.577,Stream
669287365,Айме,Нерсиковна,Тринкевич,Тринкевич Айме Нерсиковна,1990-03-05,,, ,Ж, ,,1.0, , ,,,,,,,trinkevih@list.ru,+7 995 747 2124,,,,,,,,,,,,,,,,,,,,Прослушка,515.0,2023-10-05 22:33:12.239,2023-10-05 22:33:12.239,Stream
819848867,Аблисан,Артыкович,Грижневич,Грижневич Аблисан Артыкович,1914-04-24,,, ,М, ,,0.0, , ,,,,,,,griznevih@latakia.cc,+7 962 441 9352,,,,,,,,,,,,,,,,,,,,The X-Files,1435.0,2023-10-12 22:21:47.977,2024-06-10 06:14:11.554,Stream
35694728,Гайнеден,Мосес,Делицын,Делицын Гайнеден Мосес,1975-06-01,,, ,М, ,,1.0, , ,,,,,,,delizyn@omdurman.cc,+7 924 755 5890,,,,,,,,,,,,,,,,,,,,Dune,1392.0,2021-11-25 22:18:37.477,2021-11-25 22:18:37.477,Stream
728501956,Дарыга,Набиевич,Плыгунова,Плыгунова Дарыга Набиевич,1953-11-22,,, ,Ж, ,,1.0, , ,,,,,,,plygunova@relapsecult.com,+7 990 536 6520,,,,,,,,,,,,,,,,,,,,Ведьмак,282.0,2023-06-03 11:51:41.067,2023-06-03 11:51:41.067,Stream
208289866,Магалим,Капитоновна,Тасыбаев,Тасыбаев Магалим Капитоновна,1993-03-17,,, ,М, ,,1.0, , ,,,,,,,tasybaev@bahraini.cc,+7 928 943 6557,,,,,,,,,,,,,,,,,,,,Симпсоны,603.0,2024-03-29 12:44:20.703,2024-03-29 12:44:20.703,Stream
